state,county,office,party,candidate,votes,STATEFP,STATENAME,COUNTYFP,NEIGHBORS
KY,Hart,President,,Rocky De La Fuente,2.0,21,Kentucky,099,"Hardin, Grayson, Larue, Metcalfe, Green, Barren, Edmonson"
KY,Hart,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,099,"Hardin, Grayson, Larue, Metcalfe, Green, Barren, Edmonson"
KY,Hart,President,,Write-In,1.0,21,Kentucky,099,"Hardin, Grayson, Larue, Metcalfe, Green, Barren, Edmonson"
KY,Henderson,President,Republican Party,Donald J. Trump,12159.0,21,Kentucky,101,"Posey, Warrick, Vanderburgh, Webster, Daviess, McLean, Union"
KY,Henderson,President,Democratic Party,Hillary Clinton,6707.0,21,Kentucky,101,"Posey, Warrick, Vanderburgh, Webster, Daviess, McLean, Union"
KY,Henderson,President,Libertarian Party,Gary Johnson,507.0,21,Kentucky,101,"Posey, Warrick, Vanderburgh, Webster, Daviess, McLean, Union"
KY,Henderson,President,,Evan Mcmullin,177.0,21,Kentucky,101,"Posey, Warrick, Vanderburgh, Webster, Daviess, McLean, Union"
KY,Henderson,President,Green Party ,Jill Stein,142.0,21,Kentucky,101,"Posey, Warrick, Vanderburgh, Webster, Daviess, McLean, Union"
KY,Henderson,President,,Rocky De La Fuente,13.0,21,Kentucky,101,"Posey, Warrick, Vanderburgh, Webster, Daviess, McLean, Union"
KY,Henderson,President,Constitution Party,Darrell Castle,2.0,21,Kentucky,101,"Posey, Warrick, Vanderburgh, Webster, Daviess, McLean, Union"
KY,Henderson,President,,Write-In,3.0,21,Kentucky,101,"Posey, Warrick, Vanderburgh, Webster, Daviess, McLean, Union"
KY,Henry,President,Republican Party,Donald J. Trump,4944.0,21,Kentucky,103,"Owen, Carroll, Franklin, Shelby, Oldham, Trimble"
KY,Henry,President,Democratic Party,Hillary Clinton,1828.0,21,Kentucky,103,"Owen, Carroll, Franklin, Shelby, Oldham, Trimble"
KY,Henry,President,Libertarian Party,Gary Johnson,224.0,21,Kentucky,103,"Owen, Carroll, Franklin, Shelby, Oldham, Trimble"
KY,Henry,President,,Evan Mcmullin,88.0,21,Kentucky,103,"Owen, Carroll, Franklin, Shelby, Oldham, Trimble"
KY,Henry,President,Green Party ,Jill Stein,58.0,21,Kentucky,103,"Owen, Carroll, Franklin, Shelby, Oldham, Trimble"
KY,Henry,President,,Rocky De La Fuente,3.0,21,Kentucky,103,"Owen, Carroll, Franklin, Shelby, Oldham, Trimble"
KY,Henry,President,Constitution Party,Darrell Castle,4.0,21,Kentucky,103,"Owen, Carroll, Franklin, Shelby, Oldham, Trimble"
KY,Henry,President,,Write-In,0.0,21,Kentucky,103,"Owen, Carroll, Franklin, Shelby, Oldham, Trimble"
KY,Hickman,President,Republican Party,Donald J. Trump,1657.0,21,Kentucky,105,"Weakley, Mississippi, Fulton, Graves, Obion, Carlisle"
KY,Hickman,President,Democratic Party,Hillary Clinton,449.0,21,Kentucky,105,"Weakley, Mississippi, Fulton, Graves, Obion, Carlisle"
KY,Hickman,President,Libertarian Party,Gary Johnson,26.0,21,Kentucky,105,"Weakley, Mississippi, Fulton, Graves, Obion, Carlisle"
KY,Hickman,President,,Evan Mcmullin,19.0,21,Kentucky,105,"Weakley, Mississippi, Fulton, Graves, Obion, Carlisle"
KY,Hickman,President,Green Party ,Jill Stein,6.0,21,Kentucky,105,"Weakley, Mississippi, Fulton, Graves, Obion, Carlisle"
KY,Hickman,President,,Rocky De La Fuente,0.0,21,Kentucky,105,"Weakley, Mississippi, Fulton, Graves, Obion, Carlisle"
KY,Hickman,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,105,"Weakley, Mississippi, Fulton, Graves, Obion, Carlisle"
KY,Hickman,President,,Write-In,0.0,21,Kentucky,105,"Weakley, Mississippi, Fulton, Graves, Obion, Carlisle"
KY,Hopkins,President,Republican Party,Donald J. Trump,15277.0,21,Kentucky,107,"Caldwell, Christian, Webster, Muhlenberg, McLean"
KY,Hopkins,President,Democratic Party,Hillary Clinton,4310.0,21,Kentucky,107,"Caldwell, Christian, Webster, Muhlenberg, McLean"
KY,Hopkins,President,Libertarian Party,Gary Johnson,478.0,21,Kentucky,107,"Caldwell, Christian, Webster, Muhlenberg, McLean"
KY,Hopkins,President,,Evan Mcmullin,163.0,21,Kentucky,107,"Caldwell, Christian, Webster, Muhlenberg, McLean"
KY,Hopkins,President,Green Party ,Jill Stein,97.0,21,Kentucky,107,"Caldwell, Christian, Webster, Muhlenberg, McLean"
KY,Hopkins,President,,Rocky De La Fuente,16.0,21,Kentucky,107,"Caldwell, Christian, Webster, Muhlenberg, McLean"
KY,Hopkins,President,Constitution Party,Darrell Castle,2.0,21,Kentucky,107,"Caldwell, Christian, Webster, Muhlenberg, McLean"
KY,Hopkins,President,,Write-In,2.0,21,Kentucky,107,"Caldwell, Christian, Webster, Muhlenberg, McLean"
KY,Jackson,President,Republican Party,Donald J. Trump,4889.0,21,Kentucky,109,"Estill, Madison, Owsley, Laurel, Clay, Rockcastle, Lee"
KY,Jackson,President,Democratic Party,Hillary Clinton,482.0,21,Kentucky,109,"Estill, Madison, Owsley, Laurel, Clay, Rockcastle, Lee"
KY,Jackson,President,Libertarian Party,Gary Johnson,79.0,21,Kentucky,109,"Estill, Madison, Owsley, Laurel, Clay, Rockcastle, Lee"
KY,Jackson,President,,Evan Mcmullin,27.0,21,Kentucky,109,"Estill, Madison, Owsley, Laurel, Clay, Rockcastle, Lee"
KY,Jackson,President,Green Party ,Jill Stein,20.0,21,Kentucky,109,"Estill, Madison, Owsley, Laurel, Clay, Rockcastle, Lee"
KY,Jackson,President,,Rocky De La Fuente,3.0,21,Kentucky,109,"Estill, Madison, Owsley, Laurel, Clay, Rockcastle, Lee"
KY,Jackson,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,109,"Estill, Madison, Owsley, Laurel, Clay, Rockcastle, Lee"
KY,Jackson,President,,Write-In,1.0,21,Kentucky,109,"Estill, Madison, Owsley, Laurel, Clay, Rockcastle, Lee"
KY,Jefferson,President,Republican Party,Donald J. Trump,143768.0,21,Kentucky,111,"Hardin, Harrison, Bullitt, Floyd, Spencer, Clark, Shelby, Oldham"
KY,Jefferson,President,Democratic Party,Hillary Clinton,190836.0,21,Kentucky,111,"Hardin, Harrison, Bullitt, Floyd, Spencer, Clark, Shelby, Oldham"
KY,Jefferson,President,Libertarian Party,Gary Johnson,10188.0,21,Kentucky,111,"Hardin, Harrison, Bullitt, Floyd, Spencer, Clark, Shelby, Oldham"
KY,Jefferson,President,,Evan Mcmullin,4785.0,21,Kentucky,111,"Hardin, Harrison, Bullitt, Floyd, Spencer, Clark, Shelby, Oldham"
KY,Jefferson,President,Green Party ,Jill Stein,3224.0,21,Kentucky,111,"Hardin, Harrison, Bullitt, Floyd, Spencer, Clark, Shelby, Oldham"
KY,Jefferson,President,,Rocky De La Fuente,156.0,21,Kentucky,111,"Hardin, Harrison, Bullitt, Floyd, Spencer, Clark, Shelby, Oldham"
KY,Jefferson,President,Constitution Party,Darrell Castle,57.0,21,Kentucky,111,"Hardin, Harrison, Bullitt, Floyd, Spencer, Clark, Shelby, Oldham"
KY,Jefferson,President,,Write-In,85.0,21,Kentucky,111,"Hardin, Harrison, Bullitt, Floyd, Spencer, Clark, Shelby, Oldham"
KY,Jessamine,President,Republican Party,Donald J. Trump,15474.0,21,Kentucky,113,"Madison, Woodford, Mercer, Garrard, Fayette"
KY,Jessamine,President,Democratic Party,Hillary Clinton,6144.0,21,Kentucky,113,"Madison, Woodford, Mercer, Garrard, Fayette"
KY,Jessamine,President,Libertarian Party,Gary Johnson,829.0,21,Kentucky,113,"Madison, Woodford, Mercer, Garrard, Fayette"
KY,Jessamine,President,,Evan Mcmullin,675.0,21,Kentucky,113,"Madison, Woodford, Mercer, Garrard, Fayette"
KY,Jessamine,President,Green Party ,Jill Stein,170.0,21,Kentucky,113,"Madison, Woodford, Mercer, Garrard, Fayette"
KY,Jessamine,President,,Rocky De La Fuente,14.0,21,Kentucky,113,"Madison, Woodford, Mercer, Garrard, Fayette"
KY,Jessamine,President,Constitution Party,Darrell Castle,10.0,21,Kentucky,113,"Madison, Woodford, Mercer, Garrard, Fayette"
KY,Jessamine,President,,Write-In,10.0,21,Kentucky,113,"Madison, Woodford, Mercer, Garrard, Fayette"
KY,Johnson,President,Republican Party,Donald J. Trump,8043.0,21,Kentucky,115,"Floyd, Magoffin, Martin, Morgan, Lawrence"
KY,Johnson,President,Democratic Party,Hillary Clinton,1250.0,21,Kentucky,115,"Floyd, Magoffin, Martin, Morgan, Lawrence"
KY,Johnson,President,Libertarian Party,Gary Johnson,163.0,21,Kentucky,115,"Floyd, Magoffin, Martin, Morgan, Lawrence"
KY,Johnson,President,,Evan Mcmullin,44.0,21,Kentucky,115,"Floyd, Magoffin, Martin, Morgan, Lawrence"
KY,Johnson,President,Green Party ,Jill Stein,60.0,21,Kentucky,115,"Floyd, Magoffin, Martin, Morgan, Lawrence"
KY,Johnson,President,,Rocky De La Fuente,12.0,21,Kentucky,115,"Floyd, Magoffin, Martin, Morgan, Lawrence"
KY,Johnson,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,115,"Floyd, Magoffin, Martin, Morgan, Lawrence"
KY,Johnson,President,,Write-In,0.0,21,Kentucky,115,"Floyd, Magoffin, Martin, Morgan, Lawrence"
KY,Kenton,President,Republican Party,Donald J. Trump,42958.0,21,Kentucky,117,"Hamilton, Pendleton, Grant, Boone, Campbell"
KY,Kenton,President,Democratic Party,Hillary Clinton,24214.0,21,Kentucky,117,"Hamilton, Pendleton, Grant, Boone, Campbell"
KY,Kenton,President,Libertarian Party,Gary Johnson,3093.0,21,Kentucky,117,"Hamilton, Pendleton, Grant, Boone, Campbell"
KY,Kenton,President,,Evan Mcmullin,938.0,21,Kentucky,117,"Hamilton, Pendleton, Grant, Boone, Campbell"
KY,Kenton,President,Green Party ,Jill Stein,703.0,21,Kentucky,117,"Hamilton, Pendleton, Grant, Boone, Campbell"
KY,Kenton,President,,Rocky De La Fuente,42.0,21,Kentucky,117,"Hamilton, Pendleton, Grant, Boone, Campbell"
KY,Kenton,President,Constitution Party,Darrell Castle,35.0,21,Kentucky,117,"Hamilton, Pendleton, Grant, Boone, Campbell"
KY,Kenton,President,,Write-In,15.0,21,Kentucky,117,"Hamilton, Pendleton, Grant, Boone, Campbell"
KY,Knott,President,Republican Party,Donald J. Trump,4357.0,21,Kentucky,119,"Pike, Breathitt, Floyd, Magoffin, Perry, Letcher"
KY,Knott,President,Democratic Party,Hillary Clinton,1245.0,21,Kentucky,119,"Pike, Breathitt, Floyd, Magoffin, Perry, Letcher"
KY,Knott,President,Libertarian Party,Gary Johnson,102.0,21,Kentucky,119,"Pike, Breathitt, Floyd, Magoffin, Perry, Letcher"
KY,Knott,President,,Evan Mcmullin,39.0,21,Kentucky,119,"Pike, Breathitt, Floyd, Magoffin, Perry, Letcher"
KY,Knott,President,Green Party ,Jill Stein,13.0,21,Kentucky,119,"Pike, Breathitt, Floyd, Magoffin, Perry, Letcher"
KY,Knott,President,,Rocky De La Fuente,7.0,21,Kentucky,119,"Pike, Breathitt, Floyd, Magoffin, Perry, Letcher"
KY,Knott,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,119,"Pike, Breathitt, Floyd, Magoffin, Perry, Letcher"
KY,Knott,President,,Write-In,0.0,21,Kentucky,119,"Pike, Breathitt, Floyd, Magoffin, Perry, Letcher"
KY,Knox,President,Republican Party,Donald J. Trump,9885.0,21,Kentucky,121,"Laurel, Clay, Whitley, Bell"
KY,Knox,President,Democratic Party,Hillary Clinton,1761.0,21,Kentucky,121,"Laurel, Clay, Whitley, Bell"
KY,Knox,President,Libertarian Party,Gary Johnson,189.0,21,Kentucky,121,"Laurel, Clay, Whitley, Bell"
KY,Knox,President,,Evan Mcmullin,102.0,21,Kentucky,121,"Laurel, Clay, Whitley, Bell"
KY,Knox,President,Green Party ,Jill Stein,64.0,21,Kentucky,121,"Laurel, Clay, Whitley, Bell"
KY,Knox,President,,Rocky De La Fuente,11.0,21,Kentucky,121,"Laurel, Clay, Whitley, Bell"
KY,Knox,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,121,"Laurel, Clay, Whitley, Bell"
KY,Knox,President,,Write-In,0.0,21,Kentucky,121,"Laurel, Clay, Whitley, Bell"
KY,Larue,President,Republican Party,Donald J. Trump,4799.0,21,Kentucky,123,"Hardin, Hart, Marion, Nelson, Taylor, Green"
KY,Larue,President,Democratic Party,Hillary Clinton,1278.0,21,Kentucky,123,"Hardin, Hart, Marion, Nelson, Taylor, Green"
KY,Larue,President,Libertarian Party,Gary Johnson,174.0,21,Kentucky,123,"Hardin, Hart, Marion, Nelson, Taylor, Green"
KY,Larue,President,,Evan Mcmullin,80.0,21,Kentucky,123,"Hardin, Hart, Marion, Nelson, Taylor, Green"
KY,Larue,President,Green Party ,Jill Stein,28.0,21,Kentucky,123,"Hardin, Hart, Marion, Nelson, Taylor, Green"
KY,Larue,President,,Rocky De La Fuente,8.0,21,Kentucky,123,"Hardin, Hart, Marion, Nelson, Taylor, Green"
KY,Larue,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,123,"Hardin, Hart, Marion, Nelson, Taylor, Green"
KY,Larue,President,,Write-In,0.0,21,Kentucky,123,"Hardin, Hart, Marion, Nelson, Taylor, Green"
KY,Laurel,President,Republican Party,Donald J. Trump,20592.0,21,Kentucky,125,"Jackson, Clay, McCreary, Whitley, Rockcastle, Pulaski, Knox"
KY,Laurel,President,Democratic Party,Hillary Clinton,3440.0,21,Kentucky,125,"Jackson, Clay, McCreary, Whitley, Rockcastle, Pulaski, Knox"
KY,Laurel,President,Libertarian Party,Gary Johnson,473.0,21,Kentucky,125,"Jackson, Clay, McCreary, Whitley, Rockcastle, Pulaski, Knox"
KY,Laurel,President,,Evan Mcmullin,192.0,21,Kentucky,125,"Jackson, Clay, McCreary, Whitley, Rockcastle, Pulaski, Knox"
KY,Laurel,President,Green Party ,Jill Stein,114.0,21,Kentucky,125,"Jackson, Clay, McCreary, Whitley, Rockcastle, Pulaski, Knox"
KY,Laurel,President,,Rocky De La Fuente,13.0,21,Kentucky,125,"Jackson, Clay, McCreary, Whitley, Rockcastle, Pulaski, Knox"
KY,Laurel,President,Constitution Party,Darrell Castle,8.0,21,Kentucky,125,"Jackson, Clay, McCreary, Whitley, Rockcastle, Pulaski, Knox"
KY,Laurel,President,,Write-In,1.0,21,Kentucky,125,"Jackson, Clay, McCreary, Whitley, Rockcastle, Pulaski, Knox"
KY,Lawrence,President,Republican Party,Donald J. Trump,4816.0,21,Kentucky,127,"Carter, Elliott, Martin, Morgan, Wayne, Boyd, Johnson"
KY,Lawrence,President,Democratic Party,Hillary Clinton,1045.0,21,Kentucky,127,"Carter, Elliott, Martin, Morgan, Wayne, Boyd, Johnson"
KY,Lawrence,President,Libertarian Party,Gary Johnson,107.0,21,Kentucky,127,"Carter, Elliott, Martin, Morgan, Wayne, Boyd, Johnson"
KY,Lawrence,President,,Evan Mcmullin,37.0,21,Kentucky,127,"Carter, Elliott, Martin, Morgan, Wayne, Boyd, Johnson"
KY,Lawrence,President,Green Party ,Jill Stein,32.0,21,Kentucky,127,"Carter, Elliott, Martin, Morgan, Wayne, Boyd, Johnson"
KY,Lawrence,President,,Rocky De La Fuente,5.0,21,Kentucky,127,"Carter, Elliott, Martin, Morgan, Wayne, Boyd, Johnson"
KY,Lawrence,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,127,"Carter, Elliott, Martin, Morgan, Wayne, Boyd, Johnson"
KY,Lawrence,President,,Write-In,0.0,21,Kentucky,127,"Carter, Elliott, Martin, Morgan, Wayne, Boyd, Johnson"
KY,Lee,President,Republican Party,Donald J. Trump,2151.0,21,Kentucky,129,"Estill, Owsley, Wolfe, Breathitt, Jackson, Powell"
KY,Lee,President,Democratic Party,Hillary Clinton,444.0,21,Kentucky,129,"Estill, Owsley, Wolfe, Breathitt, Jackson, Powell"
KY,Lee,President,Libertarian Party,Gary Johnson,42.0,21,Kentucky,129,"Estill, Owsley, Wolfe, Breathitt, Jackson, Powell"
KY,Lee,President,,Evan Mcmullin,19.0,21,Kentucky,129,"Estill, Owsley, Wolfe, Breathitt, Jackson, Powell"
KY,Lee,President,Green Party ,Jill Stein,7.0,21,Kentucky,129,"Estill, Owsley, Wolfe, Breathitt, Jackson, Powell"
KY,Lee,President,,Rocky De La Fuente,4.0,21,Kentucky,129,"Estill, Owsley, Wolfe, Breathitt, Jackson, Powell"
KY,Lee,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,129,"Estill, Owsley, Wolfe, Breathitt, Jackson, Powell"
KY,Lee,President,,Write-In,0.0,21,Kentucky,129,"Estill, Owsley, Wolfe, Breathitt, Jackson, Powell"
KY,Leslie,President,Republican Party,Donald J. Trump,4015.0,21,Kentucky,131,"Perry, Clay, Bell, Harlan"
KY,Leslie,President,Democratic Party,Hillary Clinton,400.0,21,Kentucky,131,"Perry, Clay, Bell, Harlan"
KY,Leslie,President,Libertarian Party,Gary Johnson,39.0,21,Kentucky,131,"Perry, Clay, Bell, Harlan"
KY,Leslie,President,,Evan Mcmullin,18.0,21,Kentucky,131,"Perry, Clay, Bell, Harlan"
KY,Leslie,President,Green Party ,Jill Stein,15.0,21,Kentucky,131,"Perry, Clay, Bell, Harlan"
KY,Leslie,President,,Rocky De La Fuente,5.0,21,Kentucky,131,"Perry, Clay, Bell, Harlan"
KY,Leslie,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,131,"Perry, Clay, Bell, Harlan"
KY,Leslie,President,,Write-In,0.0,21,Kentucky,131,"Perry, Clay, Bell, Harlan"
KY,Letcher,President,Republican Party,Donald J. Trump,7293.0,21,Kentucky,133,"Pike, Knott, Perry, Wise, Harlan"
KY,Letcher,President,Democratic Party,Hillary Clinton,1542.0,21,Kentucky,133,"Pike, Knott, Perry, Wise, Harlan"
KY,Letcher,President,Libertarian Party,Gary Johnson,210.0,21,Kentucky,133,"Pike, Knott, Perry, Wise, Harlan"
KY,Letcher,President,,Evan Mcmullin,49.0,21,Kentucky,133,"Pike, Knott, Perry, Wise, Harlan"
KY,Letcher,President,Green Party ,Jill Stein,37.0,21,Kentucky,133,"Pike, Knott, Perry, Wise, Harlan"
KY,Letcher,President,,Rocky De La Fuente,3.0,21,Kentucky,133,"Pike, Knott, Perry, Wise, Harlan"
KY,Letcher,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,133,"Pike, Knott, Perry, Wise, Harlan"
KY,Letcher,President,,Write-In,0.0,21,Kentucky,133,"Pike, Knott, Perry, Wise, Harlan"
KY,Lewis,President,Republican Party,Donald J. Trump,4363.0,21,Kentucky,135,"Fleming, Carter, Rowan, Greenup, Adams, Scioto, Mason"
KY,Lewis,President,Democratic Party,Hillary Clinton,785.0,21,Kentucky,135,"Fleming, Carter, Rowan, Greenup, Adams, Scioto, Mason"
KY,Lewis,President,Libertarian Party,Gary Johnson,95.0,21,Kentucky,135,"Fleming, Carter, Rowan, Greenup, Adams, Scioto, Mason"
KY,Lewis,President,,Evan Mcmullin,34.0,21,Kentucky,135,"Fleming, Carter, Rowan, Greenup, Adams, Scioto, Mason"
KY,Lewis,President,Green Party ,Jill Stein,16.0,21,Kentucky,135,"Fleming, Carter, Rowan, Greenup, Adams, Scioto, Mason"
KY,Lewis,President,,Rocky De La Fuente,5.0,21,Kentucky,135,"Fleming, Carter, Rowan, Greenup, Adams, Scioto, Mason"
KY,Lewis,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,135,"Fleming, Carter, Rowan, Greenup, Adams, Scioto, Mason"
KY,Lewis,President,,Write-In,0.0,21,Kentucky,135,"Fleming, Carter, Rowan, Greenup, Adams, Scioto, Mason"
KY,Lincoln,President,Republican Party,Donald J. Trump,7338.0,21,Kentucky,137,"Garrard, Rockcastle, Casey, Boyle, Pulaski"
KY,Lincoln,President,Democratic Party,Hillary Clinton,1865.0,21,Kentucky,137,"Garrard, Rockcastle, Casey, Boyle, Pulaski"
KY,Lincoln,President,Libertarian Party,Gary Johnson,226.0,21,Kentucky,137,"Garrard, Rockcastle, Casey, Boyle, Pulaski"
KY,Lincoln,President,,Evan Mcmullin,82.0,21,Kentucky,137,"Garrard, Rockcastle, Casey, Boyle, Pulaski"
KY,Lincoln,President,Green Party ,Jill Stein,44.0,21,Kentucky,137,"Garrard, Rockcastle, Casey, Boyle, Pulaski"
KY,Lincoln,President,,Rocky De La Fuente,6.0,21,Kentucky,137,"Garrard, Rockcastle, Casey, Boyle, Pulaski"
KY,Lincoln,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,137,"Garrard, Rockcastle, Casey, Boyle, Pulaski"
KY,Lincoln,President,,Write-In,0.0,21,Kentucky,137,"Garrard, Rockcastle, Casey, Boyle, Pulaski"
KY,Livingston,President,Republican Party,Donald J. Trump,3570.0,21,Kentucky,139,"Crittenden, McCracken, Hardin, Pope, Lyon, Marshall, Massac"
KY,Livingston,President,Democratic Party,Hillary Clinton,887.0,21,Kentucky,139,"Crittenden, McCracken, Hardin, Pope, Lyon, Marshall, Massac"
KY,Livingston,President,Libertarian Party,Gary Johnson,115.0,21,Kentucky,139,"Crittenden, McCracken, Hardin, Pope, Lyon, Marshall, Massac"
KY,Livingston,President,,Evan Mcmullin,46.0,21,Kentucky,139,"Crittenden, McCracken, Hardin, Pope, Lyon, Marshall, Massac"
KY,Livingston,President,Green Party ,Jill Stein,24.0,21,Kentucky,139,"Crittenden, McCracken, Hardin, Pope, Lyon, Marshall, Massac"
KY,Livingston,President,,Rocky De La Fuente,1.0,21,Kentucky,139,"Crittenden, McCracken, Hardin, Pope, Lyon, Marshall, Massac"
KY,Livingston,President,Constitution Party,Darrell Castle,2.0,21,Kentucky,139,"Crittenden, McCracken, Hardin, Pope, Lyon, Marshall, Massac"
KY,Livingston,President,,Write-In,0.0,21,Kentucky,139,"Crittenden, McCracken, Hardin, Pope, Lyon, Marshall, Massac"
KY,Logan,President,Republican Party,Donald J. Trump,7778.0,21,Kentucky,141,"Butler, Robertson, Warren, Simpson, Todd, Muhlenberg"
KY,Logan,President,Democratic Party,Hillary Clinton,2755.0,21,Kentucky,141,"Butler, Robertson, Warren, Simpson, Todd, Muhlenberg"
KY,Logan,President,Libertarian Party,Gary Johnson,229.0,21,Kentucky,141,"Butler, Robertson, Warren, Simpson, Todd, Muhlenberg"
KY,Logan,President,,Evan Mcmullin,91.0,21,Kentucky,141,"Butler, Robertson, Warren, Simpson, Todd, Muhlenberg"
KY,Logan,President,Green Party ,Jill Stein,43.0,21,Kentucky,141,"Butler, Robertson, Warren, Simpson, Todd, Muhlenberg"
KY,Logan,President,,Rocky De La Fuente,3.0,21,Kentucky,141,"Butler, Robertson, Warren, Simpson, Todd, Muhlenberg"
KY,Logan,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,141,"Butler, Robertson, Warren, Simpson, Todd, Muhlenberg"
KY,Logan,President,,Write-In,0.0,21,Kentucky,141,"Butler, Robertson, Warren, Simpson, Todd, Muhlenberg"
KY,Lyon,President,Republican Party,Donald J. Trump,2789.0,21,Kentucky,143,"Caldwell, Livingston, Crittenden, Trigg, Marshall"
KY,Lyon,President,Democratic Party,Hillary Clinton,1045.0,21,Kentucky,143,"Caldwell, Livingston, Crittenden, Trigg, Marshall"
KY,Lyon,President,Libertarian Party,Gary Johnson,74.0,21,Kentucky,143,"Caldwell, Livingston, Crittenden, Trigg, Marshall"
KY,Lyon,President,,Evan Mcmullin,36.0,21,Kentucky,143,"Caldwell, Livingston, Crittenden, Trigg, Marshall"
KY,Lyon,President,Green Party ,Jill Stein,15.0,21,Kentucky,143,"Caldwell, Livingston, Crittenden, Trigg, Marshall"
KY,Lyon,President,,Rocky De La Fuente,2.0,21,Kentucky,143,"Caldwell, Livingston, Crittenden, Trigg, Marshall"
KY,Lyon,President,Constitution Party,Darrell Castle,1.0,21,Kentucky,143,"Caldwell, Livingston, Crittenden, Trigg, Marshall"
KY,Lyon,President,,Write-In,0.0,21,Kentucky,143,"Caldwell, Livingston, Crittenden, Trigg, Marshall"
KY,Madison,President,Republican Party,Donald J. Trump,23431.0,21,Kentucky,151,"Estill, Clark, Jackson, Garrard, Rockcastle, Fayette, Jessamine"
KY,Madison,President,Democratic Party,Hillary Clinton,11793.0,21,Kentucky,151,"Estill, Clark, Jackson, Garrard, Rockcastle, Fayette, Jessamine"
KY,Madison,President,Libertarian Party,Gary Johnson,1189.0,21,Kentucky,151,"Estill, Clark, Jackson, Garrard, Rockcastle, Fayette, Jessamine"
KY,Madison,President,,Evan Mcmullin,552.0,21,Kentucky,151,"Estill, Clark, Jackson, Garrard, Rockcastle, Fayette, Jessamine"
KY,Madison,President,Green Party ,Jill Stein,353.0,21,Kentucky,151,"Estill, Clark, Jackson, Garrard, Rockcastle, Fayette, Jessamine"
KY,Madison,President,,Rocky De La Fuente,18.0,21,Kentucky,151,"Estill, Clark, Jackson, Garrard, Rockcastle, Fayette, Jessamine"
KY,Madison,President,Constitution Party,Darrell Castle,20.0,21,Kentucky,151,"Estill, Clark, Jackson, Garrard, Rockcastle, Fayette, Jessamine"
KY,Madison,President,,Write-In,15.0,21,Kentucky,151,"Estill, Clark, Jackson, Garrard, Rockcastle, Fayette, Jessamine"
KY,Magoffin,President,Republican Party,Donald J. Trump,3824.0,21,Kentucky,153,"Wolfe, Breathitt, Floyd, Knott, Morgan, Johnson"
KY,Magoffin,President,Democratic Party,Hillary Clinton,1172.0,21,Kentucky,153,"Wolfe, Breathitt, Floyd, Knott, Morgan, Johnson"
KY,Magoffin,President,Libertarian Party,Gary Johnson,66.0,21,Kentucky,153,"Wolfe, Breathitt, Floyd, Knott, Morgan, Johnson"
KY,Magoffin,President,,Evan Mcmullin,34.0,21,Kentucky,153,"Wolfe, Breathitt, Floyd, Knott, Morgan, Johnson"
KY,Magoffin,President,Green Party ,Jill Stein,17.0,21,Kentucky,153,"Wolfe, Breathitt, Floyd, Knott, Morgan, Johnson"
KY,Magoffin,President,,Rocky De La Fuente,3.0,21,Kentucky,153,"Wolfe, Breathitt, Floyd, Knott, Morgan, Johnson"
KY,Magoffin,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,153,"Wolfe, Breathitt, Floyd, Knott, Morgan, Johnson"
KY,Magoffin,President,,Write-In,0.0,21,Kentucky,153,"Wolfe, Breathitt, Floyd, Knott, Morgan, Johnson"
KY,Marion,President,Republican Party,Donald J. Trump,5122.0,21,Kentucky,155,"Nelson, Taylor, Washington, Larue, Casey, Boyle"
KY,Marion,President,Democratic Party,Hillary Clinton,2679.0,21,Kentucky,155,"Nelson, Taylor, Washington, Larue, Casey, Boyle"
KY,Marion,President,Libertarian Party,Gary Johnson,215.0,21,Kentucky,155,"Nelson, Taylor, Washington, Larue, Casey, Boyle"
KY,Marion,President,,Evan Mcmullin,59.0,21,Kentucky,155,"Nelson, Taylor, Washington, Larue, Casey, Boyle"
KY,Marion,President,Green Party ,Jill Stein,33.0,21,Kentucky,155,"Nelson, Taylor, Washington, Larue, Casey, Boyle"
KY,Marion,President,,Rocky De La Fuente,1.0,21,Kentucky,155,"Nelson, Taylor, Washington, Larue, Casey, Boyle"
KY,Marion,President,Constitution Party,Darrell Castle,0.0,21,Kentucky,155,"Nelson, Taylor, Washington, Larue, Casey, Boyle"
KY,Marion,President,,Write-In,2.0,21,Kentucky,155,"Nelson, Taylor, Washington, Larue, Casey, Boyle"
KY,Marshall,President,Republican Party,Donald J. Trump,12322.0,21,Kentucky,157,"Livingston, Graves, McCracken, Trigg, Lyon, Calloway"
KY,Marshall,President,Democratic Party,Hillary Clinton,3672.0,21,Kentucky,157,"Livingston, Graves, McCracken, Trigg, Lyon, Calloway"
