State,County,GeoFIPS,Region,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
KY,Butler," ""21031""",5,Per capita personal income (dollars) 2/,Dollars,1856,2074,2284,2573,2736,3196,3301,3647,4127,4641,5324,5508,6361,6966,6529,7267,7527,7795,8551,9395,10639,11039,11545,12504,12945,13643,13907,14994,15525,15875,16852,18973,19537,19475,19596,20908,22891,22939,25064,25396,26095,27028,28775,29739,31135,31332,32033,32491,33450,34141,35121
KY,Caldwell," ""21033""",5,Per capita personal income (dollars) 2/,Dollars,2701,3074,3241,3619,4096,4508,4548,5108,5680,6147,7094,7730,8655,8920,8699,9822,10170,10422,11321,11864,12599,13448,14001,15345,16433,17063,17746,18609,19326,20024,20233,21845,22176,22354,22945,24625,26317,26944,27513,28790,27933,28007,29571,29774,30698,30730,31872,32280,33009,33458,35437
KY,Calloway," ""21035""",5,Per capita personal income (dollars) 2/,Dollars,2535,2723,3089,3380,3881,4189,4380,4966,5783,6252,7182,7610,8230,8739,9154,10205,10811,11504,12358,13056,14413,14780,15932,16808,17358,18429,19656,20941,21688,21943,22654,24210,23959,23460,24103,25207,26349,27116,28072,29588,29859,30691,31439,31707,31882,32471,33246,32992,34088,35107,35878
KY,Campbell," ""21037""",5,Per capita personal income (dollars) 2/,Dollars,3207,3375,3507,3758,4219,4644,4968,5541,6119,6901,7797,8625,9318,9752,10489,11555,12364,13102,13728,14746,15738,16353,17027,17967,18655,19578,20334,21547,22697,24084,25194,26891,27568,28326,29151,30583,31830,33765,35130,36847,35198,36056,37811,39887,39817,42156,43774,44872,46659,48546,50398
KY,Carlisle," ""21039""",5,Per capita personal income (dollars) 2/,Dollars,2287,2718,3252,3469,4075,4443,4490,4814,5453,5831,6873,6703,7951,8399,8111,11018,11393,11750,12503,12863,14624,15285,15329,16735,17019,18301,18608,20155,20500,21012,20889,22949,23439,22052,23890,26109,27970,27070,28811,31537,34174,36121,40418,39177,43477,40481,40260,41000,41001,39874,42991
KY,Carroll," ""21041""",5,Per capita personal income (dollars) 2/,Dollars,2925,3089,2994,3527,3821,4401,4585,5121,5789,6266,6899,7366,8837,10458,10126,10382,10146,10930,11733,12455,13422,12831,13552,14893,15648,16263,16466,17086,18269,19481,20192,21719,28152,29709,31529,57460,58259,66129,55545,55038,40802,32647,30771,30889,32886,37630,39432,38311,34170,36056,37806
KY,Carter," ""21043""",5,Per capita personal income (dollars) 2/,Dollars,2127,2276,2352,2567,2766,3190,3353,3863,4188,4782,5509,5916,6678,7052,7113,7801,8102,8003,8559,9478,10329,11159,11672,12556,12681,13223,13166,13767,14817,15128,15665,17182,18107,18811,19443,19917,20891,21842,23138,24874,25083,25759,26355,26560,26157,27610,29196,28835,30005,30645,31713
KY,Casey," ""21045""",5,Per capita personal income (dollars) 2/,Dollars,1722,1898,2130,2328,2522,2869,3000,3458,3621,4088,4619,5197,5882,6192,6052,6942,7014,7246,7962,8598,9728,10727,11457,12393,12429,13172,13716,14384,15588,15960,16500,18041,18272,18441,18559,19529,20376,20291,20981,21633,22850,23676,24740,25906,27115,28276,29611,29478,30082,30787,31688
KY,Christian," ""21047""",5,Per capita personal income (dollars) 2/,Dollars,3439,3502,3722,3967,4906,5249,5628,6803,7033,7453,8345,8896,9882,10351,10213,11130,11360,11737,12316,12670,13375,12920,13897,15704,16174,16606,17058,17924,18611,19437,20548,22339,22523,24159,26290,27313,29333,32158,31353,32453,32248,32348,35379,35426,35512,35817,36703,36202,37566,37944,39504
KY,Clark," ""21049""",5,Per capita personal income (dollars) 2/,Dollars,3280,3412,3749,4148,4590,5117,5198,6019,6567,7083,7723,8441,9686,10430,10920,12223,12825,13025,13434,14210,14835,15893,16093,16886,17433,18051,18878,19933,21699,23469,24388,26606,27080,27607,28088,28828,29360,30674,32088,33366,31656,32330,34351,34355,34951,36118,37375,37571,38661,39054,40413
KY,Clay," ""21051""",5,Per capita personal income (dollars) 2/,Dollars,1358,1697,1835,2081,2298,2738,3122,3445,3882,4445,5048,5464,6336,6829,6860,7592,7522,7699,8182,8333,8933,9439,10295,10911,11106,11459,11771,12252,13037,12963,13447,14506,15069,15407,15891,16981,17530,18345,19513,20431,22226,23718,24752,25201,25689,27341,28610,28575,29891,30532,31200
KY,Clinton," ""21053""",5,Per capita personal income (dollars) 2/,Dollars,1534,1786,1918,2280,2525,2825,2830,3095,3361,3716,4169,4609,5291,5625,6035,6786,6961,7279,7802,8623,9075,9495,10322,11271,11689,11938,12348,13093,14137,13838,15079,17145,18965,18948,19071,19986,20079,19908,20807,21814,23480,24722,26320,27315,28644,29851,30748,29578,30386,31444,31601
KY,Crittenden," ""21055""",5,Per capita personal income (dollars) 2/,Dollars,2333,2517,2828,3087,3666,4026,4062,4650,5288,5444,6339,6621,7501,8012,8145,9048,8835,9306,10008,10619,11803,12283,12847,13946,14556,15463,15789,16879,17053,16985,17798,19506,20508,20435,20788,21982,24839,25352,25808,27029,28150,28379,30406,30835,32478,32384,32712,31996,33497,34657,36354
KY,Cumberland," ""21057""",5,Per capita personal income (dollars) 2/,Dollars,1809,2051,2268,2558,2722,3186,3256,3486,3765,4184,4607,4837,5624,6107,6317,7233,7467,7756,8221,8784,9353,10050,10992,11474,11638,12235,12129,12647,13759,14320,15491,17286,18164,17323,17420,18025,19288,19926,21061,22363,23691,25100,26023,26647,28392,30520,32072,32205,33054,34369,36467
KY,Daviess," ""21059""",5,Per capita personal income (dollars) 2/,Dollars,3159,3392,3611,4023,4334,4809,5187,5766,6413,7210,8020,8943,9967,10439,10864,11897,12269,12569,13026,14016,15117,15942,16525,17534,18116,19128,19715,20609,21950,22734,23343,24995,25497,26468,27127,28350,29748,31323,32507,34566,33984,34987,36762,36918,37287,39107,40177,39533,40368,41517,42372
KY,Edmonson," ""21061""",5,Per capita personal income (dollars) 2/,Dollars,1929,1989,2062,2326,2693,3000,3168,3588,3766,4248,4783,5085,5884,5994,5970,6905,7119,7387,7620,8564,9272,9899,10460,11301,11632,12283,12583,13418,14251,14427,14540,16113,16835,17304,17749,19194,21254,23321,23630,24396,24353,24898,26046,27700,27494,28686,30410,30948,32088,32725,34037
KY,Elliott," ""21063""",5,Per capita personal income (dollars) 2/,Dollars,1363,1514,1582,1893,2060,2918,3179,3529,3562,3999,4485,4773,5055,5486,5379,6075,6383,6243,6483,7009,7731,8536,9072,10074,9965,10315,10484,11272,12676,13197,13414,14161,14492,15189,15387,16096,16458,16527,17174,17459,17536,18392,18735,19093,19786,20122,21209,20920,21782,22294,22828
KY,Estill," ""21065""",5,Per capita personal income (dollars) 2/,Dollars,2165,2306,2447,2694,3101,3591,3769,4201,4430,4888,5389,5816,6494,6882,6896,7831,8194,8388,8455,9058,9739,10437,10807,11612,11641,12173,12913,14046,15321,15873,16174,17102,18205,18882,19791,20023,21181,22086,22941,24401,24803,25704,26747,27360,27459,29039,30149,30026,30915,31956,32928
KY,Fayette," ""21067""",5,Per capita personal income (dollars) 2/,Dollars,3798,4001,4346,4615,5070,5455,6086,6678,7335,8275,9124,9978,11132,11712,12817,14394,15138,15555,16274,18171,19611,21160,22233,23202,23659,24078,25391,26580,27571,29022,30128,31738,31735,32210,32894,34437,35769,37939,39390,40188,38328,39358,40729,42087,42687,44635,46496,46439,47857,50106,51707
KY,Fleming," ""21069""",5,Per capita personal income (dollars) 2/,Dollars,2701,2586,2631,2900,3178,3667,3746,4107,4605,5056,5388,5944,6481,7356,7183,8314,8627,8986,9649,10396,11450,11994,12875,14007,14250,14435,14566,15721,16483,17187,17707,19665,19883,19998,19951,21259,22159,22864,23521,24436,24882,25997,27082,28879,30322,31306,32187,31780,32946,33913,34732
KY,Floyd," ""21071""",5,Per capita personal income (dollars) 2/,Dollars,2139,2381,2506,2679,3005,3676,4545,4592,5317,5853,6870,7204,7724,8349,8345,9095,9496,9247,9827,10928,11264,11750,12890,13561,13747,14240,14720,15213,16264,17217,17511,18036,21039,21837,21874,21230,22693,24474,25330,28338,28609,30025,31412,31321,31064,32831,33435,33504,35569,36099,37133
KY,Franklin," ""21073""",5,Per capita personal income (dollars) 2/,Dollars,3647,3940,4306,4664,4988,5576,6078,6690,7238,7903,8761,9648,10364,11167,11668,12759,13406,14193,14996,16103,17068,18177,19215,20186,20572,21494,22640,23613,25166,26328,27688,28789,29387,30178,30868,31079,31706,32597,34067,34147,33881,34493,35626,36716,37074,38706,40463,41271,40616,41934,43271
KY,Fulton," ""21075""",5,Per capita personal income (dollars) 2/,Dollars,2421,2835,3125,3383,4176,4587,4961,5522,6516,6590,7978,7878,9174,9282,9386,11358,11573,11901,12076,12776,14011,13863,14252,15781,16796,18378,19158,19358,19223,18741,18550,20859,21229,21306,23045,23845,25494,25384,25439,26278,27739,26729,30226,29420,32410,32517,32483,31294,33209,33357,35240
KY,Gallatin," ""21077""",5,Per capita personal income (dollars) 2/,Dollars,2670,2744,2891,3225,3370,3904,4132,4645,5148,5498,6344,7426,7971,8490,8606,9396,9473,9709,10158,10657,11931,12184,12823,13490,14237,14811,15619,16543,17482,17966,18554,20784,21515,22128,21879,23118,22268,21529,20815,23058,23745,22454,25153,26236,26847,28561,29662,29605,31393,32579,33697
KY,Garrard," ""21079""",5,Per capita personal income (dollars) 2/,Dollars,3261,3107,3468,3920,4232,4819,4784,5456,5666,5980,6117,7024,7965,8708,8687,10053,10398,10549,11095,12008,13134,13914,14247,15109,15256,15408,15948,16813,18235,19327,19498,21033,21075,21006,21186,22173,22670,23431,24248,24758,25151,26459,28076,29043,30567,31466,32583,32464,33547,34365,35251
KY,Grant," ""21081""",5,Per capita personal income (dollars) 2/,Dollars,2903,2976,3037,3302,3441,4228,4414,4861,5473,6257,6989,7551,8152,8739,8807,9941,10676,11129,12002,12622,13063,13359,14020,14556,15019,15746,16290,16930,18135,18608,19326,21598,22081,22518,22680,23797,24774,25778,26963,27037,27032,28249,29059,29939,30365,30992,32481,33246,34704,35649,37083
KY,Graves," ""21083""",5,Per capita personal income (dollars) 2/,Dollars,2776,3061,3361,3656,4062,4519,4718,5567,6437,6690,7604,7743,8708,9166,9342,11138,11044,11492,12503,13079,14131,14113,14766,16317,16473,17247,18035,19103,19524,20678,20192,21928,22910,22276,22776,24332,25394,25655,26880,28532,29842,30164,31812,32167,34114,34583,35512,35311,36835,37727,38485
KY,Grayson," ""21085""",5,Per capita personal income (dollars) 2/,Dollars,2176,2392,2540,2821,3218,3578,3689,4140,4304,4677,5335,5728,6726,7070,7421,8410,8506,8959,9341,10325,11129,11646,12457,13375,13461,13977,14356,15552,16202,16606,17355,18594,19196,19799,20044,21396,22032,22712,23467,24600,25389,25941,27506,28516,28864,30445,31382,31645,32394,33187,34450
KY,Green," ""21087""",5,Per capita personal income (dollars) 2/,Dollars,2596,2670,2770,3033,3323,3843,3872,4423,4737,5211,5891,6375,7424,8081,7878,9424,9063,8790,9267,9616,10980,11694,12496,13359,13654,14203,14212,14615,15555,16061,16046,17533,18848,19619,19764,20343,21936,23431,24511,25419,26070,27411,28479,28799,29359,30952,32392,32593,34161,34247,34997
KY,Greenup," ""21089""",5,Per capita personal income (dollars) 2/,Dollars,2636,2745,2933,3145,3870,4238,4609,5331,5960,6695,7669,8427,9265,9710,9717,10654,11405,12166,12849,13449,13589,14755,15313,16123,16329,16972,17473,18405,19211,19696,20318,21613,22626,23236,23834,25316,26332,27571,29490,31583,31594,32900,33854,34812,34578,36317,37577,37099,38704,41411,42516
KY,Hancock," ""21091""",5,Per capita personal income (dollars) 2/,Dollars,3383,3739,4072,4437,5123,5539,5833,6269,7069,7577,8076,8375,9860,10100,10349,11559,12034,12621,13449,14742,15886,16815,16975,18111,17955,18648,18637,18896,19353,18901,19290,20361,21203,21859,22906,25264,24866,30169,40931,61820,44800,40442,34124,33686,35342,35285,36008,34460,35138,37352,38722
KY,Hardin," ""21093""",5,Per capita personal income (dollars) 2/,Dollars,4693,4874,4937,5398,6061,6656,6417,6136,7122,7828,8486,8888,9627,10556,11151,12008,12641,13119,13799,14252,15212,15860,17133,19238,18475,18827,19365,20530,21157,22485,23217,25728,26741,27527,28990,30127,30421,31645,32446,34083,35434,35556,37260,37509,36619,38533,39982,40970,41980,42646,44244
KY,Harlan," ""21095""",5,Per capita personal income (dollars) 2/,Dollars,2029,2380,2592,2824,3200,3724,4473,4809,5270,5668,6628,7137,7880,7878,7650,8523,8417,8426,8913,9454,10330,11129,11536,12275,12505,13066,13176,13721,14534,14900,15762,16725,17703,17893,18467,19978,20797,21708,22653,25164,26335,27818,28395,28171,26566,27781,28564,28450,29664,30898,31824
KY,Harrison," ""21097""",5,Per capita personal income (dollars) 2/,Dollars,3150,3050,3179,3685,3964,4688,4928,5353,5869,6549,7094,7653,8370,9208,9206,10292,10869,10950,11397,12308,13601,14305,15075,15693,16169,16692,16986,17725,19415,20648,20970,22505,22713,23196,23432,24624,25511,26317,27380,27500,27685,28115,29142,30382,30151,31037,32428,33210,34029,34970,36545
KY,Hart," ""21099""",5,Per capita personal income (dollars) 2/,Dollars,2213,2423,2510,2925,3140,3660,3832,4275,4697,5132,5755,6070,7044,7419,7439,8584,8710,8787,9179,9822,10709,11476,12141,12733,13341,13937,13898,14580,15246,16045,16395,17225,18228,18445,18804,20530,20906,21838,23239,24377,24428,25698,26640,27418,26930,28615,30519,30480,31212,32818,33648
KY,Henderson," ""21101""",5,Per capita personal income (dollars) 2/,Dollars,3120,3219,3556,3969,4498,5025,5596,6326,7544,7911,8998,9344,10359,10855,11215,12787,13116,12800,13181,14591,15309,15960,16618,17780,18392,19469,19804,20632,21313,22258,22761,24361,25765,26237,27066,28083,29230,30255,30625,32324,31278,31744,33955,34363,35391,36175,37165,37043,38580,39474,41279
KY,Henry," ""21103""",5,Per capita personal income (dollars) 2/,Dollars,3225,3347,3592,3966,4244,4984,5044,5349,5927,6444,6814,7636,8608,9352,9106,10112,10459,10643,11584,12539,13838,14780,15339,16386,16984,17868,17692,18765,19767,21010,21433,23690,24194,24374,25169,26394,26899,27672,28771,29737,29316,30247,31943,33346,33204,34052,35782,35937,36716,37745,39175
KY,Hickman," ""21105""",5,Per capita personal income (dollars) 2/,Dollars,2101,2202,2788,2922,3564,4329,4395,5163,6032,5905,7344,6788,8049,8108,7660,10476,10246,11116,11474,11880,13309,13472,13653,15888,15811,17485,17625,19015,19963,20066,20391,22750,22095,19295,20712,25794,29443,26103,27484,29039,31971,31005,35122,34429,45366,42031,39678,36067,42185,43107,42635
KY,Hopkins," ""21107""",5,Per capita personal income (dollars) 2/,Dollars,3240,3711,4212,4443,5018,5541,6156,6817,7637,8016,9101,9476,10266,10988,10757,11956,12221,12155,13208,14284,15234,15833,16183,16825,17273,17840,18105,19025,19735,20455,21071,22185,22772,22725,23156,24517,26187,27268,28760,29852,30023,31413,33187,34571,35002,36949,37689,37659,38932,38811,40317
KY,Jackson," ""21109""",5,Per capita personal income (dollars) 2/,Dollars,1615,1791,1909,2099,2286,2703,2920,3210,3354,3795,4084,4410,5010,5528,5577,6457,6648,7044,7426,7691,8585,8940,9865,10525,10843,11309,11549,12290,12856,13723,14094,15180,15704,16526,17096,18327,18430,18627,18645,20082,20690,22351,23481,24525,24953,26302,27427,27481,27953,28818,29848
KY,Jefferson," ""21111""",5,Per capita personal income (dollars) 2/,Dollars,3867,4146,4390,4823,5287,5730,6136,6717,7486,8304,9109,10028,11146,11779,12463,13695,14466,15139,15915,17602,18939,20003,20655,21973,22705,23650,24838,26010,27063,29068,30005,31920,32644,33162,33585,35011,36004,38043,38928,39142,37650,39081,40696,43419,42501,44732,47076,48049,49726,52405,54155
KY,Jessamine," ""21113""",5,Per capita personal income (dollars) 2/,Dollars,3119,3215,3516,3834,4208,4604,4995,5545,5773,6167,6733,7964,8708,9192,9650,11023,11740,11977,12560,13519,14351,15066,15515,16251,16889,17670,19034,20194,21705,23116,24367,26334,27133,26767,27052,27998,29136,30548,32118,32451,31428,32488,34681,35879,36867,38705,40893,44176,43664,44841,46250
KY,Johnson," ""21115""",5,Per capita personal income (dollars) 2/,Dollars,2343,2735,3010,3109,3572,4325,4761,4884,5744,6246,7301,7461,8097,9018,8930,9900,10038,9235,9387,10321,11231,11818,12525,13394,13901,14626,15309,15788,16691,17255,17790,18929,20441,21288,21550,22873,24112,25224,26634,29219,29944,29669,30289,30180,29225,30482,31560,31269,31883,32967,34356
KY,Kenton," ""21117""",5,Per capita personal income (dollars) 2/,Dollars,3361,3592,3770,4097,4518,4940,5309,5808,6432,7240,8026,8714,9494,10044,10779,11830,12611,13224,14316,15526,16683,17829,18492,19716,20395,21561,22550,24456,25901,27240,28575,30959,32338,33341,34004,36097,38337,41091,41411,42778,40287,42652,43847,43684,44695,48461,50874,54074,55029,56491,58349
KY,Knott," ""21119""",5,Per capita personal income (dollars) 2/,Dollars,1296,1604,1795,2016,2506,3072,3202,3405,3871,4370,5076,5466,6296,6661,6615,7303,7588,7905,8329,9280,9625,10301,11012,11436,11773,12020,12885,13767,14997,15417,15838,16627,18823,19350,20093,21103,22121,22906,24101,26423,26724,27458,28383,27926,26434,28216,28901,28443,29111,30403,31929
KY,Knox," ""21121""",5,Per capita personal income (dollars) 2/,Dollars,1631,1915,2131,2289,2541,3003,3491,3669,4087,4584,5108,5438,5903,6202,6514,7380,7425,7463,8126,9072,9377,9988,10921,11615,12145,12186,12487,12961,13792,14416,15552,16782,17053,17601,17956,19080,19885,20893,21882,22762,23398,24306,25372,25870,25663,27643,28542,28307,28654,29195,30105
KY,Larue," ""21123""",5,Per capita personal income (dollars) 2/,Dollars,3340,3436,3666,3901,4169,4713,4669,5229,5893,6506,7466,7904,9186,9751,10053,11286,11952,12517,13063,13835,15451,15375,15922,16859,16674,17320,17663,18612,19455,20297,21025,23711,23255,22868,23564,24592,25800,26550,26932,27069,27410,28101,29531,30878,32248,32138,33712,34550,35396,36539,38316
KY,Laurel," ""21125""",5,Per capita personal income (dollars) 2/,Dollars,2067,2279,2492,2736,3136,3734,4254,4595,5107,5632,6331,6644,7374,7894,8248,9380,9653,9678,10260,11432,12188,12870,13560,14399,14774,15302,16058,16608,17617,18152,18864,20477,21135,21007,21374,22332,23629,24465,25882,27691,27677,28365,29075,29028,28429,29824,31148,31790,32960,33763,34289
KY,Lawrence," ""21127""",5,Per capita personal income (dollars) 2/,Dollars,1947,1971,2128,2281,2663,3096,3424,3749,4257,4792,5478,5888,6412,7106,7198,7958,8317,8129,8742,9231,10116,10698,11341,11719,11930,12208,12642,12967,13804,14193,14560,15587,17286,17701,18213,19169,20026,21155,22144,24182,25654,27003,28256,28307,28527,29611,30638,29684,30323,31614,33213
KY,Lee," ""21129""",5,Per capita personal income (dollars) 2/,Dollars,1717,1941,2141,2330,2536,2849,3157,3290,3550,3869,4314,4774,5561,5904,6104,6634,6889,7250,7538,8485,9242,9755,10120,10777,11432,12331,12504,13233,14193,14342,15120,16336,16981,17235,17495,18495,19140,18730,19391,20819,21531,22824,24140,24710,27516,29480,30680,30776,30870,29636,29162
KY,Leslie," ""21131""",5,Per capita personal income (dollars) 2/,Dollars,1299,1532,1751,1920,2149,2616,3142,3460,4002,4637,5102,5174,6249,6520,6230,6905,6982,7414,7562,7862,8928,10082,10938,12179,12999,13695,14555,15309,16226,16866,16515,17102,17566,17907,18332,19872,21216,22835,23860,26765,28311,29053,30150,29226,28206,29345,30388,30247,31547,32536,34079
KY,Letcher," ""21133""",5,Per capita personal income (dollars) 2/,Dollars,2153,2759,2914,2937,3437,3984,4397,4472,4891,5261,5685,6060,6517,6796,6734,7731,7966,8282,8632,9604,10522,11538,12076,12373,12770,12945,13609,14204,15197,15855,16667,17857,19840,20078,20067,21906,23396,24641,25101,28221,28757,29280,29760,28062,27191,28656,29579,28679,29392,30541,31871
KY,Lewis," ""21135""",5,Per capita personal income (dollars) 2/,Dollars,2142,2245,2162,2432,2702,3090,3321,3756,3926,4339,5084,5595,6156,6373,6192,7021,7128,7256,7539,8127,8828,9586,10333,11265,11500,11802,12204,12802,13716,14120,14186,14623,16113,17262,18115,19000,19542,20378,21188,22541,23035,24010,24886,25301,26469,27319,26997,28612,29977,31003,32147
KY,Lincoln," ""21137""",5,Per capita personal income (dollars) 2/,Dollars,2246,2302,2459,2717,2992,3435,3514,3945,4130,4663,4930,5656,6578,7072,6928,8231,8621,8854,9346,9817,10673,11764,12375,13574,13751,14370,14416,14930,16080,17280,17605,18483,19119,19252,19268,20368,21134,21942,23143,23971,23956,24998,26294,27494,27503,28667,30007,30029,30967,31667,32881
KY,Livingston," ""21139""",5,Per capita personal income (dollars) 2/,Dollars,2749,2849,3136,3587,4581,4800,4597,5242,6030,6221,7453,7767,8408,8839,8794,10558,10933,11198,12450,12933,14009,14684,15076,15906,16837,17213,17702,18910,19668,19783,20291,21379,22392,22821,23661,24755,26333,27314,28448,29900,30290,30773,32219,33099,33951,33945,34869,35869,36178,36714,38515
KY,Logan," ""21141""",5,Per capita personal income (dollars) 2/,Dollars,2596,2791,2861,3225,3831,4171,4045,4924,5519,5906,6903,6788,8107,9105,8223,9920,10365,10364,11000,11413,12689,13131,13612,15219,15633,16841,17198,18202,18928,19192,20059,21234,21725,21523,22448,24192,26107,26919,27007,28368,27978,28671,30578,31311,32045,32089,33051,33146,34583,35335,36834
KY,Lyon," ""21143""",5,Per capita personal income (dollars) 2/,Dollars,2100,2356,2689,3024,3579,3941,4078,4359,4688,5265,6143,6723,7458,8018,8091,9254,9290,9714,9935,10695,11419,11750,12571,13248,13353,13996,14798,15916,16886,17390,17370,18949,19783,19965,19940,20950,22043,22931,23655,24497,24801,25901,27225,28364,29086,30580,31747,33083,34132,35804,37276
KY,McCracken," ""21145""",5,Per capita personal income (dollars) 2/,Dollars,3417,3698,3902,4199,4721,5215,5804,6532,7266,8073,9020,9642,10509,11050,11445,12481,12930,13602,14404,15509,16460,17743,18561,19582,20336,20947,22302,23106,24373,25900,26591,28162,28983,29599,30311,31121,32730,34289,35083,37030,36539,38106,39613,40041,40778,44253,47579,48343,46391,47034,49087
KY,McCreary," ""21147""",5,Per capita personal income (dollars) 2/,Dollars,1253,1460,1658,1860,2155,2465,2718,2741,2967,3380,3837,4288,4844,5115,5249,5601,5708,5850,6342,7158,7563,8102,9246,9992,10516,11077,11279,11600,12211,12371,12914,13886,15302,15401,15645,16507,16518,16571,17111,17954,19056,19646,20325,20794,21222,22672,23801,23970,25035,25857,26600
KY,McLean," ""21149""",5,Per capita personal income (dollars) 2/,Dollars,2567,2657,2885,3154,4053,4307,4768,5228,6135,6110,7459,7818,8826,9498,8965,10869,10597,10685,11113,11770,13147,13297,13562,14885,15102,16227,16431,17921,18938,19577,21044,22629,24070,22141,23175,26625,28863,28747,29639,30470,32270,32266,35222,34430,39881,39345,38333,36618,39729,39770,39163
KY,Madison," ""21151""",5,Per capita personal income (dollars) 2/,Dollars,2713,2848,3035,3282,3701,4025,4308,4791,5216,5800,6277,6868,7609,8263,8771,9822,10257,10438,11042,12139,12822,13745,14302,15178,15524,15751,16373,17387,18539,18981,19387,20628,21129,21840,22501,23309,24330,25420,26991,27923,28140,29207,30243,31005,31410,32918,33744,34128,34574,35271,36331
KY,Magoffin," ""21153""",5,Per capita personal income (dollars) 2/,Dollars,1337,1595,1715,2029,2272,3035,3660,3493,4067,4642,5164,5404,6181,6740,6728,7230,7231,7121,7411,7673,8298,9040,10089,10915,11150,11850,12538,13191,14033,15019,15667,16414,17436,17342,17417,17468,18611,19541,20093,21419,22164,22795,25003,26418,27010,27804,29024,28619,29717,31262,32995
KY,Marion," ""21155""",5,Per capita personal income (dollars) 2/,Dollars,2294,2333,2498,2855,3184,3686,3628,3984,4336,4793,5344,5932,6820,7433,7472,8691,8961,9201,9605,10265,11685,12510,13045,13993,14086,14688,15039,15911,16797,17614,17874,19758,20781,21358,22180,22348,23433,24615,25633,26608,25615,26099,27328,28170,29186,31792,32942,33742,35000,36089,37340
KY,Marshall," ""21157""",5,Per capita personal income (dollars) 2/,Dollars,2860,3040,3205,3526,3967,4530,4776,5519,6106,7305,7982,8358,9318,9587,9995,10878,11590,11773,12665,13464,15035,15372,16173,17673,17907,19202,19773,20898,21425,21994,23191,24633,24509,24325,24597,26609,27810,28705,30205,31855,31182,32204,34361,34898,35542,37328,38965,38833,39363,40532,42342
KY,Martin," ""21159""",5,Per capita personal income (dollars) 2/,Dollars,1338,1745,2148,2433,2743,3387,4070,4817,5233,5932,7204,7921,8675,9124,8817,9729,10295,9438,10037,10455,11207,12041,12473,13205,13540,13622,13995,14247,14963,15488,15824,16690,18511,18662,18575,18958,19225,20400,21300,23774,24674,25403,26012,25666,24602,25720,25628,26273,29100,29447,29905
KY,Mason," ""21161""",5,Per capita personal income (dollars) 2/,Dollars,3231,3415,3470,3843,4040,4696,5003,5476,5683,6054,6640,7335,8204,9227,9293,10405,10567,10801,11224,12201,13739,14351,14787,15746,16203,17328,17262,18362,19206,20368,20852,22686,23181,23794,24489,26659,27422,28626,29471,30630,30392,31238,32673,33670,34326,35670,37537,37924,39037,39749,41350
KY,Meade," ""21163""",5,Per capita personal income (dollars) 2/,Dollars,3615,3943,4254,4688,5011,5406,5565,5757,6196,6441,6933,7135,7826,8770,9260,10340,11051,11479,11997,12811,14015,14571,15375,16686,16290,17044,17080,17758,18269,19515,20492,20755,21099,20155,20556,21060,22741,24497,26809,27915,28637,30327,30615,32177,32419,33691,36676,37453,38572,39348,40942
KY,Menifee," ""21165""",5,Per capita personal income (dollars) 2/,Dollars,1721,2017,1818,2125,2286,2578,2776,3130,3279,3534,4094,4434,5227,5423,5477,6787,6741,6995,7337,7915,8910,9694,10030,10890,10610,11086,11391,12215,13034,13353,13896,14925,15500,16249,17075,18268,19156,19850,21095,22305,23660,24405,24728,25675,26558,27852,29010,28874,29510,30253,31681
KY,Mercer," ""21167""",5,Per capita personal income (dollars) 2/,Dollars,2902,3029,3549,3983,4255,4770,4901,5665,6216,6785,7457,8365,9227,9625,10045,11037,11566,11719,12099,12848,13981,14852,15577,16613,17287,18107,18031,18831,19893,20751,21520,23598,23684,23938,23925,25463,26296,27390,28718,29146,28973,29868,31011,31952,33103,33957,35045,35611,36217,36784,37806
KY,Metcalfe," ""21169""",5,Per capita personal income (dollars) 2/,Dollars,1836,2109,2166,2431,2581,2995,3138,3532,3907,4282,4686,5060,5838,6240,5898,7522,7517,7708,8045,9358,10051,11090,11910,12640,12864,13630,13829,14716,15773,15214,14613,16050,16721,17499,17556,19207,20115,21391,22230,23270,23426,24020,25368,26645,26704,28104,29324,29131,30067,30880,31848
KY,Monroe," ""21171""",5,Per capita personal income (dollars) 2/,Dollars,1763,1987,2103,2420,2698,3131,3250,3801,4094,4589,5207,5869,6713,7043,7339,8559,8741,9170,9895,10302,11720,12280,13005,13851,14582,15306,15638,16207,17162,17223,17069,17476,18199,18910,19572,21056,21255,21868,22957,23723,24464,26152,27766,29481,31081,33850,35344,34737,36017,36614,36837
KY,Montgomery," ""21173""",5,Per capita personal income (dollars) 2/,Dollars,2838,2979,3071,3452,3910,4305,4495,5043,5539,5973,6579,7094,8037,8548,8719,9858,10131,10276,10825,11641,12603,13351,13724,14669,14821,15437,15808,17116,18710,19539,19737,21080,21337,22002,22439,23869,25076,26274,27459,28215,27640,28430,29066,30053,30384,32466,33445,33465,34007,34573,35915
